timestamp,open,high,low,close,volume
2020-10-08,98.3200,101.9200,97.5101,101.7800,65109870
2020-10-02,95.0600,98.5900,94.3320,97.8900,81077602
2020-09-25,95.2000,96.0500,91.3800,93.4700,99248037
2020-09-18,101.5100,103.4600,97.4400,98.3500,100396268
2020-09-11,102.9800,103.5700,99.4800,101.0700,65249771
2020-09-04,102.1200,105.2100,99.0400,103.5200,89903872
2020-08-28,98.4500,103.2500,97.4200,102.7700,79520226
2020-08-21,101.5000,102.0000,96.8000,97.3200,67566500
2020-08-14,100.1100,106.4300,100.0343,102.4100,91491625
2020-08-07,97.0200,99.4900,95.0300,99.3800,66914150
2020-07-31,97.5100,99.7100,95.2500,96.6400,65831129
2020-07-24,97.4300,100.1300,97.2600,98.2800,72125857
2020-07-17,98.7300,101.2900,96.2300,98.1600,130122150
2020-07-10,94.4300,96.8400,90.7800,96.2700,117528815
2020-07-02,93.4000,95.7100,91.9300,92.6600,84241851
2020-06-26,97.2500,99.9700,92.0000,92.5900,121964647
2020-06-19,96.4200,105.6800,95.8700,97.8100,116765367
2020-06-12,113.4100,114.1900,96.5400,99.8700,127692014
2020-06-05,97.7500,115.7700,97.3800,111.2300,131256508
2020-05-29,92.8900,102.9500,92.6100,97.3100,131800819
2020-05-22,88.6900,92.3900,87.8800,89.4700,99197882
2020-05-15,91.1100,91.1100,82.4000,85.9000,156364708
2020-05-08,92.0200,94.2100,89.9300,92.7000,91966159
2020-05-01,91.9400,99.4500,91.5400,93.2500,101270533
2020-04-24,92.4700,94.7100,88.3300,90.7100,95692957
2020-04-17,103.1100,103.1100,87.0500,95.1800,165177405
2020-04-09,88.9900,104.3900,87.7000,102.7600,114304208
2020-04-03,90.6500,94.1700,82.7700,84.0500,118186937
2020-03-27,82.6800,98.5700,78.0900,91.1300,164654120
2020-03-20,85.2000,97.4400,76.9100,83.5000,177349885
2020-03-13,96.5700,103.9900,86.3200,103.9100,197452131
2020-03-06,116.6300,122.9500,105.0200,108.0800,148673090
2020-02-28,131.4400,133.2000,112.6600,116.1100,128143812
2020-02-21,137.3400,138.3900,134.9200,135.8100,33261688
2020-02-14,136.9500,139.2900,136.4000,137.4600,34557942
2020-02-07,132.6600,138.2900,132.6600,137.1700,44698610
2020-01-31,130.2700,136.1300,129.7100,132.3600,57047700
2020-01-24,137.1900,138.0700,132.3200,133.1500,40530252
2020-01-17,136.1900,140.7600,135.7600,138.2000,78466216
2020-01-10,136.5600,138.2700,135.6000,136.0700,50137679
2020-01-03,139.9000,141.1000,137.0800,138.3400,35353651
2019-12-27,137.6000,139.7700,136.8800,139.1400,27701727
2019-12-20,138.3800,139.0200,136.9000,137.2400,72604264
